document_id,case_id,document_type,document_date,language,narrative_text,source_officer,document_status,text_quality
DOC004117,C004117,FIR,2019-04-14,English,"On 06 April 2019 at approximately 19:33 hrs, Kavya Vijay Sawant was reported in connection with a voluntarily causing hurt incident in the Aundh area, Pune. Vaishnavi S Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH14LJ2359 and contact number 9632737869 in connection with the reported events. The matter was registered on 07 April 2019 under IPC 323 and assigned to investigating officer IO0036.",IO0036,Reviewed,0.968
DOC004118,C004118,FIR,2021-10-20,English,"On 14 September 2021 at approximately 19:55 hrs, Anjali Kiran Naik was reported in connection with a voluntarily causing hurt incident in the Wakad area, Pune. Shubham Mahesh Kale was identified as another person relevant to the inquiry. The record notes vehicle MH42GB3100 and contact number 9895312773 in connection with the reported events. The matter was registered on 20 September 2021 under IPC 323 and assigned to investigating officer IO0152.",IO0152,Reviewed,0.94
DOC004119,C004119,Statement,2018-02-02,English,"On 17 January 2018 at approximately 13:42 hrs, Aditya Deshmukh was reported in connection with a robbery incident in the Chinchwad area, Pune. Aditya Ramesh Thakur was identified as another person relevant to the inquiry. The record notes vehicle MH12BL6371 and contact number 9252258036 in connection with the reported events. The matter was registered on 27 January 2018 under IPC 392 and assigned to investigating officer IO0068.",IO0068,Final,0.977
DOC004120,C004120,FIR,2018-08-18,English,"On 27 July 2018 at approximately 12:05 hrs, Aarav Kiran Chavan was reported in connection with a house-breaking / house-trespass incident in the Viman Nagar area, Pune. Simran Patil was identified as another person relevant to the inquiry. The record notes vehicle MH12BP6016 and contact number 9307792678 in connection with the reported events. The matter was registered on 04 August 2018 under IPC 454 and assigned to investigating officer IO0290.",IO0290,Final,0.964
DOC004121,C004121,FIR,2024-04-20,English,"On 05 April 2024 at approximately 20:37 hrs, Amit R Wagh was reported in connection with a robbery with preparation for hurt incident in the Bhosari area, Pune. Sakshi Ramesh Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH42VL7794 and contact number 9600749571 in connection with the reported events. The matter was registered on 17 April 2024 under IPC 393 and assigned to investigating officer IO0094.",IO0094,Reviewed,0.988
DOC004122,C004122,Case Summary,2021-04-09,English,"On 22 March 2021 at approximately 05:08 hrs, Anjali Anil Thakur was reported in connection with a cheating by personation / cyber fraud incident in the Dhankawadi area, Pune. Arjun Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH14VE2245 and contact number 9107162023 in connection with the reported events. The matter was registered on 27 March 2021 under IPC 419/420 and assigned to investigating officer IO0020.",IO0020,Draft,0.99
DOC004123,C004123,FIR,2021-04-24,English,"On 24 March 2021 at approximately 18:27 hrs, Harsh Vijay Bhosale was reported in connection with a house-breaking / house-trespass incident in the Kondhwa area, Pune. Ananya Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH42NG1809 and contact number 9153232142 in connection with the reported events. The matter was registered on 30 March 2021 under IPC 454 and assigned to investigating officer IO0132.",IO0132,Draft,0.977
DOC004124,C004124,FIR,2024-07-04,English,"On 01 June 2024 at approximately 11:18 hrs, Aditi Desai was reported in connection with a voluntarily causing hurt incident in the Yerawada area, Pune. Simran Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH15BR6606 and contact number 9279792090 in connection with the reported events. The matter was registered on 14 June 2024 under IPC 323 and assigned to investigating officer IO0195.",IO0195,Reviewed,0.926
DOC004125,C004125,Investigation Note,2024-06-30,English,"On 27 June 2024 at approximately 18:31 hrs, Pooja D Sutar was reported in connection with a criminal breach of trust incident in the Viman Nagar area, Pune. Aanya Kiran Pande was identified as another person relevant to the inquiry. The record notes vehicle MH12FA9727 and contact number 9852889010 in connection with the reported events. The matter was registered on 30 June 2024 under IPC 406 and assigned to investigating officer IO0161.",IO0161,Reviewed,0.983
DOC004126,C004126,FIR,2021-06-25,English,"On 23 May 2021 at approximately 09:23 hrs, Bhavana Raj Gaikwad was reported in connection with a theft of property incident in the Wakad area, Pune. Nandini Vijay Gore was identified as another person relevant to the inquiry. The record notes vehicle MH15KE1042 and contact number 9132254938 in connection with the reported events. The matter was registered on 01 June 2021 under IPC 379 and assigned to investigating officer IO0035.",IO0035,Reviewed,0.949
DOC004127,C004127,FIR,2018-11-04,English,"On 23 October 2018 at approximately 21:10 hrs, Tejas Kumar Shinde was reported in connection with a criminal intimidation incident in the Wakad area, Pune. Atharva Gore was identified as another person relevant to the inquiry. The record notes vehicle MH14QO6564 and contact number 9513814560 in connection with the reported events. The matter was registered on 26 October 2018 under IPC 506 and assigned to investigating officer IO0262.",IO0262,Reviewed,0.948
DOC004128,C004128,FIR,2018-05-20,English,"On 04 May 2018 at approximately 18:28 hrs, Shruti Deshmukh was reported in connection with a mischief causing damage incident in the Kothrud area, Pune. Pallavi Mahesh Kale was identified as another person relevant to the inquiry. The record notes vehicle MH15QH1624 and contact number 9656453363 in connection with the reported events. The matter was registered on 15 May 2018 under IPC 427 and assigned to investigating officer IO0085.",IO0085,Final,0.942
DOC004129,C004129,Statement,2019-04-05,English,"On 16 March 2019 at approximately 11:21 hrs, Bhavana Desai was reported in connection with a theft of property incident in the Baner area, Pune. Ritesh Dilip Desai was identified as another person relevant to the inquiry. The record notes vehicle MH14ZK8576 and contact number 9179095885 in connection with the reported events. The matter was registered on 22 March 2019 under IPC 379 and assigned to investigating officer IO0052.",IO0052,Final,0.965
DOC004130,C004130,Investigation Note,2018-08-16,English,"On 03 August 2018 at approximately 20:33 hrs, M. Shinde was reported in connection with a theft of property incident in the Bhosari area, Pune. Ritesh Raj Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH42DR3358 and contact number 9115203073 in connection with the reported events. The matter was registered on 08 August 2018 under IPC 379 and assigned to investigating officer IO0017.",IO0017,Archived,0.979
DOC004131,C004131,FIR,2019-04-29,English,"On 20 April 2019 at approximately 09:00 hrs, Vikas Anil More was reported in connection with a robbery incident in the Hadapsar area, Pune. Vikas Dilip Dhumal was identified as another person relevant to the inquiry. The record notes vehicle MH15GE3758 and contact number 9233231030 in connection with the reported events. The matter was registered on 20 April 2019 under IPC 392 and assigned to investigating officer IO0350.",IO0350,Reviewed,0.962
DOC004132,C004132,FIR,2021-10-24,English,"On 29 September 2021 at approximately 11:51 hrs, Sahil V Deshmukh was reported in connection with a rioting incident in the Kothrud area, Pune. Rohan Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH14CQ6020 and contact number 9327649693 in connection with the reported events. The matter was registered on 06 October 2021 under IPC 147 and assigned to investigating officer IO0032.",IO0032,Reviewed,0.981
DOC004133,C004133,Investigation Note,2023-12-12,English,"On 31 October 2023 at approximately 07:19 hrs, Komal R Pawar was reported in connection with a theft in dwelling house incident in the Yerawada area, Pune. Shubham Kumar Dhumal was identified as another person relevant to the inquiry. The record notes vehicle MH42ET7746 and contact number 9694552025 in connection with the reported events. The matter was registered on 14 November 2023 under IPC 380 and assigned to investigating officer IO0271.",IO0271,Archived,0.923
DOC004134,C004134,Investigation Note,2023-02-12,English,"On 20 January 2023 at approximately 14:34 hrs, Aanya Pande was reported in connection with a unlawful assembly incident in the Katraj area, Pune. Shubham B. was identified as another person relevant to the inquiry. The record notes vehicle MH42QO9861 and contact number 9138154545 in connection with the reported events. The matter was registered on 27 January 2023 under IPC 141 and assigned to investigating officer IO0090.",IO0090,Reviewed,0.95
DOC004135,C004135,Statement,2021-10-18,English,"On 13 October 2021 at approximately 22:32 hrs, Priya Pande was reported in connection with a house-breaking / house-trespass incident in the Pimpri area, Pune. Aditya V Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH15KJ8687 and contact number 9465264332 in connection with the reported events. The matter was registered on 16 October 2021 under IPC 454 and assigned to investigating officer IO0179.",IO0179,Reviewed,0.934
DOC004136,C004136,FIR,2019-03-13,English,"On 17 February 2019 at approximately 03:49 hrs, Deepa Anil Kulkarni was reported in connection with a robbery incident in the Shivajinagar area, Pune. Kunal R Jadhav was identified as another person relevant to the inquiry. The record notes vehicle MH15JD7134 and contact number 9709347729 in connection with the reported events. The matter was registered on 27 February 2019 under IPC 392 and assigned to investigating officer IO0328.",IO0328,Final,0.93
